REF_AREA,Geographic area,INDICATOR,Indicator,UNIT_MULTIPLIER,Unit multiplier,UNIT_MEASURE,Unit of measure,TIME_PERIOD,OBS_VALUE,OBS_FOOTNOTE,DATA_SOURCE,OBS_STATUS,Observation Status
ZAF,South Africa,CCRI_FLOODS_RIVERINE,Riverine floods,,,IDX,Index,2020,High,Value: 5.6,"UNDRR, CIESIN | Gridded Population of the World (UN-Adjusted), UN World Population Prospects",,
SSD,South Sudan,CCRI_FLOODS_RIVERINE,Riverine floods,,,IDX,Index,2020,Extremely High,Value: 7.5,"UNDRR, CIESIN | Gridded Population of the World (UN-Adjusted), UN World Population Prospects",,
SDN,Sudan,CCRI_FLOODS_RIVERINE,Riverine floods,,,IDX,Index,2020,Low-Medium,Value: 2.5,"UNDRR, CIESIN | Gridded Population of the World (UN-Adjusted), UN World Population Prospects",,
TGO,Togo,CCRI_FLOODS_RIVERINE,Riverine floods,,,IDX,Index,2020,High,Value: 6.6,"UNDRR, CIESIN | Gridded Population of the World (UN-Adjusted), UN World Population Prospects",,
TUN,Tunisia,CCRI_FLOODS_RIVERINE,Riverine floods,,,IDX,Index,2020,Medium-High,Value: 4.6,"UNDRR, CIESIN | Gridded Population of the World (UN-Adjusted), UN World Population Prospects",,
UGA,Uganda,CCRI_FLOODS_RIVERINE,Riverine floods,,,IDX,Index,2020,High,Value: 6.4,"UNDRR, CIESIN | Gridded Population of the World (UN-Adjusted), UN World Population Prospects",,
TZA,United Republic of Tanzania,CCRI_FLOODS_RIVERINE,Riverine floods,,,IDX,Index,2020,High,Value: 6.5,"UNDRR, CIESIN | Gridded Population of the World (UN-Adjusted), UN World Population Prospects",,
ZMB,Zambia,CCRI_FLOODS_RIVERINE,Riverine floods,,,IDX,Index,2020,High,Value: 5.8,"UNDRR, CIESIN | Gridded Population of the World (UN-Adjusted), UN World Population Prospects",,
ZWE,Zimbabwe,CCRI_FLOODS_RIVERINE,Riverine floods,,,IDX,Index,2020,Medium-High,Value: 5.2,"UNDRR, CIESIN | Gridded Population of the World (UN-Adjusted), UN World Population Prospects",,
DZA,Algeria,CCRI_FLOODS_COASTAL,Coastal floods,,,IDX,Index,2020,Low,Value: 0.0,"World Resources Institute (WRI) Aqueduct 3.0, CIESIN | Gridded Population of the World (UN-Adjusted) - World Resources Institute (WRI) Aqueduct 3.0, CIESIN | Gridded Population of the World (UN-Adjusted), UN World Population Prospects",,
AGO,Angola,CCRI_FLOODS_COASTAL,Coastal floods,,,IDX,Index,2020,Low,Value: 0.0,"World Resources Institute (WRI) Aqueduct 3.0, CIESIN | Gridded Population of the World (UN-Adjusted) - World Resources Institute (WRI) Aqueduct 3.0, CIESIN | Gridded Population of the World (UN-Adjusted), UN World Population Prospects",,
BEN,Benin,CCRI_FLOODS_COASTAL,Coastal floods,,,IDX,Index,2020,Low,Value: 1.6,"World Resources Institute (WRI) Aqueduct 3.0, CIESIN | Gridded Population of the World (UN-Adjusted) - World Resources Institute (WRI) Aqueduct 3.0, CIESIN | Gridded Population of the World (UN-Adjusted), UN World Population Prospects",,
BWA,Botswana,CCRI_FLOODS_COASTAL,Coastal floods,,,IDX,Index,2020,Low,Value: 0.0,"World Resources Institute (WRI) Aqueduct 3.0, CIESIN | Gridded Population of the World (UN-Adjusted) - World Resources Institute (WRI) Aqueduct 3.0, CIESIN | Gridded Population of the World (UN-Adjusted), UN World Population Prospects",,
BFA,Burkina Faso,CCRI_FLOODS_COASTAL,Coastal floods,,,IDX,Index,2020,Low,Value: 0.0,"World Resources Institute (WRI) Aqueduct 3.0, CIESIN | Gridded Population of the World (UN-Adjusted) - World Resources Institute (WRI) Aqueduct 3.0, CIESIN | Gridded Population of the World (UN-Adjusted), UN World Population Prospects",,
BDI,Burundi,CCRI_FLOODS_COASTAL,Coastal floods,,,IDX,Index,2020,Low,Value: 0.0,"World Resources Institute (WRI) Aqueduct 3.0, CIESIN | Gridded Population of the World (UN-Adjusted) - World Resources Institute (WRI) Aqueduct 3.0, CIESIN | Gridded Population of the World (UN-Adjusted), UN World Population Prospects",,
CMR,Cameroon,CCRI_FLOODS_COASTAL,Coastal floods,,,IDX,Index,2020,Extremely High,Value: 8.2,"World Resources Institute (WRI) Aqueduct 3.0, CIESIN | Gridded Population of the World (UN-Adjusted) - World Resources Institute (WRI) Aqueduct 3.0, CIESIN | Gridded Population of the World (UN-Adjusted), UN World Population Prospects",,
CAF,Central African Republic,CCRI_FLOODS_COASTAL,Coastal floods,,,IDX,Index,2020,Low,Value: 0.0,"World Resources Institute (WRI) Aqueduct 3.0, CIESIN | Gridded Population of the World (UN-Adjusted) - World Resources Institute (WRI) Aqueduct 3.0, CIESIN | Gridded Population of the World (UN-Adjusted), UN World Population Prospects",,
TCD,Chad,CCRI_FLOODS_COASTAL,Coastal floods,,,IDX,Index,2020,Low,Value: 0.0,"World Resources Institute (WRI) Aqueduct 3.0, CIESIN | Gridded Population of the World (UN-Adjusted) - World Resources Institute (WRI) Aqueduct 3.0, CIESIN | Gridded Population of the World (UN-Adjusted), UN World Population Prospects",,
COG,Congo,CCRI_FLOODS_COASTAL,Coastal floods,,,IDX,Index,2020,Low,Value: 0.0,"World Resources Institute (WRI) Aqueduct 3.0, CIESIN | Gridded Population of the World (UN-Adjusted) - World Resources Institute (WRI) Aqueduct 3.0, CIESIN | Gridded Population of the World (UN-Adjusted), UN World Population Prospects",,
CIV,Côte d'Ivoire,CCRI_FLOODS_COASTAL,Coastal floods,,,IDX,Index,2020,Low,Value: 0.0,"World Resources Institute (WRI) Aqueduct 3.0, CIESIN | Gridded Population of the World (UN-Adjusted) - World Resources Institute (WRI) Aqueduct 3.0, CIESIN | Gridded Population of the World (UN-Adjusted), UN World Population Prospects",,
COD,Democratic Republic of the Congo,CCRI_FLOODS_COASTAL,Coastal floods,,,IDX,Index,2020,Low,Value: 0.0,"World Resources Institute (WRI) Aqueduct 3.0, CIESIN | Gridded Population of the World (UN-Adjusted) - World Resources Institute (WRI) Aqueduct 3.0, CIESIN | Gridded Population of the World (UN-Adjusted), UN World Population Prospects",,
DJI,Djibouti,CCRI_FLOODS_COASTAL,Coastal floods,,,IDX,Index,2020,Low,Value: 0.0,"World Resources Institute (WRI) Aqueduct 3.0, CIESIN | Gridded Population of the World (UN-Adjusted) - World Resources Institute (WRI) Aqueduct 3.0, CIESIN | Gridded Population of the World (UN-Adjusted), UN World Population Prospects",,
EGY,Egypt,CCRI_FLOODS_COASTAL,Coastal floods,,,IDX,Index,2020,Extremely High,Value: 10.0,"World Resources Institute (WRI) Aqueduct 3.0, CIESIN | Gridded Population of the World (UN-Adjusted) - World Resources Institute (WRI) Aqueduct 3.0, CIESIN | Gridded Population of the World (UN-Adjusted), UN World Population Prospects",,
GNQ,Equatorial Guinea,CCRI_FLOODS_COASTAL,Coastal floods,,,IDX,Index,2020,Low,Value: 0.0,"World Resources Institute (WRI) Aqueduct 3.0, CIESIN | Gridded Population of the World (UN-Adjusted) - World Resources Institute (WRI) Aqueduct 3.0, CIESIN | Gridded Population of the World (UN-Adjusted), UN World Population Prospects",,
ERI,Eritrea,CCRI_FLOODS_COASTAL,Coastal floods,,,IDX,Index,2020,Low,Value: 0.0,"World Resources Institute (WRI) Aqueduct 3.0, CIESIN | Gridded Population of the World (UN-Adjusted) - World Resources Institute (WRI) Aqueduct 3.0, CIESIN | Gridded Population of the World (UN-Adjusted), UN World Population Prospects",,
SWZ,Eswatini,CCRI_FLOODS_COASTAL,Coastal floods,,,IDX,Index,2020,Low,Value: 0.0,"World Resources Institute (WRI) Aqueduct 3.0, CIESIN | Gridded Population of the World (UN-Adjusted) - World Resources Institute (WRI) Aqueduct 3.0, CIESIN | Gridded Population of the World (UN-Adjusted), UN World Population Prospects",,
ETH,Ethiopia,CCRI_FLOODS_COASTAL,Coastal floods,,,IDX,Index,2020,Low,Value: 0.0,"World Resources Institute (WRI) Aqueduct 3.0, CIESIN | Gridded Population of the World (UN-Adjusted) - World Resources Institute (WRI) Aqueduct 3.0, CIESIN | Gridded Population of the World (UN-Adjusted), UN World Population Prospects",,
GAB,Gabon,CCRI_FLOODS_COASTAL,Coastal floods,,,IDX,Index,2020,Low,Value: 0.0,"World Resources Institute (WRI) Aqueduct 3.0, CIESIN | Gridded Population of the World (UN-Adjusted) - World Resources Institute (WRI) Aqueduct 3.0, CIESIN | Gridded Population of the World (UN-Adjusted), UN World Population Prospects",,
GMB,Gambia,CCRI_FLOODS_COASTAL,Coastal floods,,,IDX,Index,2020,Extremely High,Value: 9.9,"World Resources Institute (WRI) Aqueduct 3.0, CIESIN | Gridded Population of the World (UN-Adjusted) - World Resources Institute (WRI) Aqueduct 3.0, CIESIN | Gridded Population of the World (UN-Adjusted), UN World Population Prospects",,
GHA,Ghana,CCRI_FLOODS_COASTAL,Coastal floods,,,IDX,Index,2020,Extremely High,Value: 10.0,"World Resources Institute (WRI) Aqueduct 3.0, CIESIN | Gridded Population of the World (UN-Adjusted) - World Resources Institute (WRI) Aqueduct 3.0, CIESIN | Gridded Population of the World (UN-Adjusted), UN World Population Prospects",,
GIN,Guinea,CCRI_FLOODS_COASTAL,Coastal floods,,,IDX,Index,2020,Extremely High,Value: 10.0,"World Resources Institute (WRI) Aqueduct 3.0, CIESIN | Gridded Population of the World (UN-Adjusted) - World Resources Institute (WRI) Aqueduct 3.0, CIESIN | Gridded Population of the World (UN-Adjusted), UN World Population Prospects",,
GNB,Guinea-Bissau,CCRI_FLOODS_COASTAL,Coastal floods,,,IDX,Index,2020,Extremely High,Value: 9.7,"World Resources Institute (WRI) Aqueduct 3.0, CIESIN | Gridded Population of the World (UN-Adjusted) - World Resources Institute (WRI) Aqueduct 3.0, CIESIN | Gridded Population of the World (UN-Adjusted), UN World Population Prospects",,
KEN,Kenya,CCRI_FLOODS_COASTAL,Coastal floods,,,IDX,Index,2020,Medium-High,Value: 4.2,"World Resources Institute (WRI) Aqueduct 3.0, CIESIN | Gridded Population of the World (UN-Adjusted) - World Resources Institute (WRI) Aqueduct 3.0, CIESIN | Gridded Population of the World (UN-Adjusted), UN World Population Prospects",,
LSO,Lesotho,CCRI_FLOODS_COASTAL,Coastal floods,,,IDX,Index,2020,Low,Value: 0.0,"World Resources Institute (WRI) Aqueduct 3.0, CIESIN | Gridded Population of the World (UN-Adjusted) - World Resources Institute (WRI) Aqueduct 3.0, CIESIN | Gridded Population of the World (UN-Adjusted), UN World Population Prospects",,
LBR,Liberia,CCRI_FLOODS_COASTAL,Coastal floods,,,IDX,Index,2020,Low,Value: 0.0,"World Resources Institute (WRI) Aqueduct 3.0, CIESIN | Gridded Population of the World (UN-Adjusted) - World Resources Institute (WRI) Aqueduct 3.0, CIESIN | Gridded Population of the World (UN-Adjusted), UN World Population Prospects",,
LBY,Libya,CCRI_FLOODS_COASTAL,Coastal floods,,,IDX,Index,2020,High,Value: 6.3,"World Resources Institute (WRI) Aqueduct 3.0, CIESIN | Gridded Population of the World (UN-Adjusted) - World Resources Institute (WRI) Aqueduct 3.0, CIESIN | Gridded Population of the World (UN-Adjusted), UN World Population Prospects",,
MDG,Madagascar,CCRI_FLOODS_COASTAL,Coastal floods,,,IDX,Index,2020,Extremely High,Value: 10.0,"World Resources Institute (WRI) Aqueduct 3.0, CIESIN | Gridded Population of the World (UN-Adjusted) - World Resources Institute (WRI) Aqueduct 3.0, CIESIN | Gridded Population of the World (UN-Adjusted), UN World Population Prospects",,
MWI,Malawi,CCRI_FLOODS_COASTAL,Coastal floods,,,IDX,Index,2020,Low,Value: 0.0,"World Resources Institute (WRI) Aqueduct 3.0, CIESIN | Gridded Population of the World (UN-Adjusted) - World Resources Institute (WRI) Aqueduct 3.0, CIESIN | Gridded Population of the World (UN-Adjusted), UN World Population Prospects",,
MLI,Mali,CCRI_FLOODS_COASTAL,Coastal floods,,,IDX,Index,2020,Low,Value: 0.0,"World Resources Institute (WRI) Aqueduct 3.0, CIESIN | Gridded Population of the World (UN-Adjusted) - World Resources Institute (WRI) Aqueduct 3.0, CIESIN | Gridded Population of the World (UN-Adjusted), UN World Population Prospects",,
MRT,Mauritania,CCRI_FLOODS_COASTAL,Coastal floods,,,IDX,Index,2020,Low-Medium,Value: 2.2,"World Resources Institute (WRI) Aqueduct 3.0, CIESIN | Gridded Population of the World (UN-Adjusted) - World Resources Institute (WRI) Aqueduct 3.0, CIESIN | Gridded Population of the World (UN-Adjusted), UN World Population Prospects",,
MAR,Morocco,CCRI_FLOODS_COASTAL,Coastal floods,,,IDX,Index,2020,High,Value: 6.3,"World Resources Institute (WRI) Aqueduct 3.0, CIESIN | Gridded Population of the World (UN-Adjusted) - World Resources Institute (WRI) Aqueduct 3.0, CIESIN | Gridded Population of the World (UN-Adjusted), UN World Population Prospects",,
MOZ,Mozambique,CCRI_FLOODS_COASTAL,Coastal floods,,,IDX,Index,2020,Extremely High,Value: 10.0,"World Resources Institute (WRI) Aqueduct 3.0, CIESIN | Gridded Population of the World (UN-Adjusted) - World Resources Institute (WRI) Aqueduct 3.0, CIESIN | Gridded Population of the World (UN-Adjusted), UN World Population Prospects",,
NAM,Namibia,CCRI_FLOODS_COASTAL,Coastal floods,,,IDX,Index,2020,Low,Value: 0.0,"World Resources Institute (WRI) Aqueduct 3.0, CIESIN | Gridded Population of the World (UN-Adjusted) - World Resources Institute (WRI) Aqueduct 3.0, CIESIN | Gridded Population of the World (UN-Adjusted), UN World Population Prospects",,
NER,Niger,CCRI_FLOODS_COASTAL,Coastal floods,,,IDX,Index,2020,Low,Value: 0.0,"World Resources Institute (WRI) Aqueduct 3.0, CIESIN | Gridded Population of the World (UN-Adjusted) - World Resources Institute (WRI) Aqueduct 3.0, CIESIN | Gridded Population of the World (UN-Adjusted), UN World Population Prospects",,
NGA,Nigeria,CCRI_FLOODS_COASTAL,Coastal floods,,,IDX,Index,2020,Extremely High,Value: 10.0,"World Resources Institute (WRI) Aqueduct 3.0, CIESIN | Gridded Population of the World (UN-Adjusted) - World Resources Institute (WRI) Aqueduct 3.0, CIESIN | Gridded Population of the World (UN-Adjusted), UN World Population Prospects",,
RWA,Rwanda,CCRI_FLOODS_COASTAL,Coastal floods,,,IDX,Index,2020,Low,Value: 0.0,"World Resources Institute (WRI) Aqueduct 3.0, CIESIN | Gridded Population of the World (UN-Adjusted) - World Resources Institute (WRI) Aqueduct 3.0, CIESIN | Gridded Population of the World (UN-Adjusted), UN World Population Prospects",,
SEN,Senegal,CCRI_FLOODS_COASTAL,Coastal floods,,,IDX,Index,2020,Extremely High,Value: 10.0,"World Resources Institute (WRI) Aqueduct 3.0, CIESIN | Gridded Population of the World (UN-Adjusted) - World Resources Institute (WRI) Aqueduct 3.0, CIESIN | Gridded Population of the World (UN-Adjusted), UN World Population Prospects",,
SLE,Sierra Leone,CCRI_FLOODS_COASTAL,Coastal floods,,,IDX,Index,2020,High,Value: 6.3,"World Resources Institute (WRI) Aqueduct 3.0, CIESIN | Gridded Population of the World (UN-Adjusted) - World Resources Institute (WRI) Aqueduct 3.0, CIESIN | Gridded Population of the World (UN-Adjusted), UN World Population Prospects",,
SOM,Somalia,CCRI_FLOODS_COASTAL,Coastal floods,,,IDX,Index,2020,Medium-High,Value: 4.6,"World Resources Institute (WRI) Aqueduct 3.0, CIESIN | Gridded Population of the World (UN-Adjusted) - World Resources Institute (WRI) Aqueduct 3.0, CIESIN | Gridded Population of the World (UN-Adjusted), UN World Population Prospects",,
ZAF,South Africa,CCRI_FLOODS_COASTAL,Coastal floods,,,IDX,Index,2020,Low,Value: 0.0,"World Resources Institute (WRI) Aqueduct 3.0, CIESIN | Gridded Population of the World (UN-Adjusted) - World Resources Institute (WRI) Aqueduct 3.0, CIESIN | Gridded Population of the World (UN-Adjusted), UN World Population Prospects",,
SSD,South Sudan,CCRI_FLOODS_COASTAL,Coastal floods,,,IDX,Index,2020,Low,Value: 0.0,"World Resources Institute (WRI) Aqueduct 3.0, CIESIN | Gridded Population of the World (UN-Adjusted) - World Resources Institute (WRI) Aqueduct 3.0, CIESIN | Gridded Population of the World (UN-Adjusted), UN World Population Prospects",,
SDN,Sudan,CCRI_FLOODS_COASTAL,Coastal floods,,,IDX,Index,2020,Low-Medium,Value: 3.4,"World Resources Institute (WRI) Aqueduct 3.0, CIESIN | Gridded Population of the World (UN-Adjusted) - World Resources Institute (WRI) Aqueduct 3.0, CIESIN | Gridded Population of the World (UN-Adjusted), UN World Population Prospects",,
TGO,Togo,CCRI_FLOODS_COASTAL,Coastal floods,,,IDX,Index,2020,Extremely High,Value: 10.0,"World Resources Institute (WRI) Aqueduct 3.0, CIESIN | Gridded Population of the World (UN-Adjusted) - World Resources Institute (WRI) Aqueduct 3.0, CIESIN | Gridded Population of the World (UN-Adjusted), UN World Population Prospects",,
TUN,Tunisia,CCRI_FLOODS_COASTAL,Coastal floods,,,IDX,Index,2020,Low,Value: 0.0,"World Resources Institute (WRI) Aqueduct 3.0, CIESIN | Gridded Population of the World (UN-Adjusted) - World Resources Institute (WRI) Aqueduct 3.0, CIESIN | Gridded Population of the World (UN-Adjusted), UN World Population Prospects",,
UGA,Uganda,CCRI_FLOODS_COASTAL,Coastal floods,,,IDX,Index,2020,Low,Value: 0.0,"World Resources Institute (WRI) Aqueduct 3.0, CIESIN | Gridded Population of the World (UN-Adjusted) - World Resources Institute (WRI) Aqueduct 3.0, CIESIN | Gridded Population of the World (UN-Adjusted), UN World Population Prospects",,
TZA,United Republic of Tanzania,CCRI_FLOODS_COASTAL,Coastal floods,,,IDX,Index,2020,High,Value: 6.3,"World Resources Institute (WRI) Aqueduct 3.0, CIESIN | Gridded Population of the World (UN-Adjusted) - World Resources Institute (WRI) Aqueduct 3.0, CIESIN | Gridded Population of the World (UN-Adjusted), UN World Population Prospects",,
ZMB,Zambia,CCRI_FLOODS_COASTAL,Coastal floods,,,IDX,Index,2020,Low,Value: 0.0,"World Resources Institute (WRI) Aqueduct 3.0, CIESIN | Gridded Population of the World (UN-Adjusted) - World Resources Institute (WRI) Aqueduct 3.0, CIESIN | Gridded Population of the World (UN-Adjusted), UN World Population Prospects",,
ZWE,Zimbabwe,CCRI_FLOODS_COASTAL,Coastal floods,,,IDX,Index,2020,Low,Value: 0.0,"World Resources Institute (WRI) Aqueduct 3.0, CIESIN | Gridded Population of the World (UN-Adjusted) - World Resources Institute (WRI) Aqueduct 3.0, CIESIN | Gridded Population of the World (UN-Adjusted), UN World Population Prospects",,
DZA,Algeria,CCRI_TROPICAL_CYCLONES,Tropical cyclones,,,IDX,Index,2020,Low,Value: 0.0,"UNDRR, CIESIN | Gridded Population of the World - UNDRR, CIESIN | Gridded Population of the World, UN World Population Prospects",,
AGO,Angola,CCRI_TROPICAL_CYCLONES,Tropical cyclones,,,IDX,Index,2020,Low,Value: 0.0,"UNDRR, CIESIN | Gridded Population of the World - UNDRR, CIESIN | Gridded Population of the World, UN World Population Prospects",,
BEN,Benin,CCRI_TROPICAL_CYCLONES,Tropical cyclones,,,IDX,Index,2020,Low,Value: 0.0,"UNDRR, CIESIN | Gridded Population of the World - UNDRR, CIESIN | Gridded Population of the World, UN World Population Prospects",,
BWA,Botswana,CCRI_TROPICAL_CYCLONES,Tropical cyclones,,,IDX,Index,2020,Low,Value: 0.0,"UNDRR, CIESIN | Gridded Population of the World - UNDRR, CIESIN | Gridded Population of the World, UN World Population Prospects",,
BFA,Burkina Faso,CCRI_TROPICAL_CYCLONES,Tropical cyclones,,,IDX,Index,2020,Low,Value: 0.0,"UNDRR, CIESIN | Gridded Population of the World - UNDRR, CIESIN | Gridded Population of the World, UN World Population Prospects",,
BDI,Burundi,CCRI_TROPICAL_CYCLONES,Tropical cyclones,,,IDX,Index,2020,Low,Value: 0.0,"UNDRR, CIESIN | Gridded Population of the World - UNDRR, CIESIN | Gridded Population of the World, UN World Population Prospects",,
